seller_id,day,n_items,pred_naive,pred_snaive,pred_ma,pred_p10,pred_p50,pred_p90
004c9cd9d87a3c30c522c48c4fc07416,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004c9cd9d87a3c30c522c48c4fc07416,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-14,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-15,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-16,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-17,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-18,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-19,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-20,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-21,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-22,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-23,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-24,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-25,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-26,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00720abe85ba0859807595bbf045a33b,2018-08-27,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ab3eff1b5192e5f1a63bcecfee11c8,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00d8b143d12632bad99c0ad66ad52825,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-14,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-15,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-16,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-17,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-18,0.0,0.0,2.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-19,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-20,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-21,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-22,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-23,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-24,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-25,0.0,0.0,2.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-26,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00ee68308b45bc5e2660cd833c3f81cc,2018-08-27,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00fc707aaaad2d31347cf883cd2dfe10,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010543a62bd80aa422851e79a3bc7540,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010da0602d7774602cd1b3f5fb7b709e,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011b0eaba87386a2ae96a7d32bb531d1,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-14,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-15,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-16,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-17,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-18,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-19,1.0,0.0,0.0,0.03571428571428571,0.9999997924696653,0.9999997924696653,1.7037550122608829
01266d4c46afa519678d16a8b683d325,2018-08-20,1.0,0.0,0.0,0.03571428571428571,0.9999997924696653,0.9999997924696653,1.8951315716830184
01266d4c46afa519678d16a8b683d325,2018-08-21,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-22,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-23,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-24,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-25,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-26,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
01266d4c46afa519678d16a8b683d325,2018-08-27,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013900e863eace745d3ec7614cab5b1a,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014c0679dd340a0e338872e7ec85666a,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014d9a685fd57276679edd00e07089e5,2018-08-14,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
014d9a685fd57276679edd00e07089e5,2018-08-15,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0
