sku_id,origin_date,store_id,protection_days,p10_lt,p50_lt,p90_lt
6860153b69cc696d5dcfe1cdaaafcf62,2018-08-14,OLIST-BR,11.8775,3.305642569879044,10.147227168745376,12.958861170479492
1835b56ce799e6a4dc4eddc053f04066,2018-08-14,OLIST-BR,14.0795,5.109164246394643,13.064779989991116,19.03329293573458
cc63f0dd2acba93ffed4fe9f8e0321fa,2018-08-14,OLIST-BR,9.9345,4.838415696338304,10.83457294479106,14.745299062614452
1f50f920176fa81dab994f9023523100,2018-08-14,OLIST-BR,16.5435,5.999850080947366,13.716664060243607,19.12261324720305
9b013e03b2ab786505a1d3b5c0756754,2018-08-14,OLIST-BR,9.5655,1.3794807079948366,7.98868295655307,17.4803753172131
f7ba60f8c3f99e7ee4042fdef03b70c4,2018-08-14,OLIST-BR,14.788,1.9493317659695357,10.639233126726626,14.561922954768223
1900267e848ceeba8fa32d80c1a5f5a8,2018-08-14,OLIST-BR,13.837,7.308939294779599,14.660855076546259,20.846372419918065
16090f2ca825584b5a147ab24aa30c86,2018-08-14,OLIST-BR,11.302,3.6700208777827896,11.64966884463874,25.754429757103402
5a413ade68e8f8d93071a7f52a64cb9e,2018-08-14,OLIST-BR,5.4735,2.443134931142598,5.828255229344137,9.892724226743447
5656537e588803a555b8eb41f07a944b,2018-08-14,OLIST-BR,12.6185,4.115163506823938,9.60684320631983,12.594076209126703
b39d7fe263ef469605dbb32608aee0af,2018-08-14,OLIST-BR,14.1635,6.3616685283430305,8.7831483824677,10.486815694632197
c33847515fa6305ce6feb1e818569f13,2018-08-14,OLIST-BR,10.7325,2.740508377442815,10.32254638049378,14.267716832038476
c3cfdc648177fdbbbb35635a37472c53,2018-08-14,OLIST-BR,10.8895,1.9999995849393304,6.024565676363341,17.802815915108493
2138ccb85b11a4ec1e37afbd1c8eda1f,2018-08-14,OLIST-BR,12.57,0.9999997924696652,7.891175281958297,10.526754783293763
ef2fbc2b607d8492bcffe657a4645434,2018-08-14,OLIST-BR,7.9575,2.7995615512075487,6.371175199175665,9.281334321772759
594f9aaa48e5bf431f011ddc5669b0d5,2018-08-14,OLIST-BR,8.719,4.04120777899127,7.09188301475545,9.78921808030192
7d13fca15225358621be4086e1eb0964,2018-08-14,OLIST-BR,16.217,5.002365001039503,11.841207977320995,17.260961214738153
18e694e0e48ed6f7aa3f24aade5fd697,2018-08-14,OLIST-BR,7.2345,1.9999995849393304,5.22894296218473,7.921526394939393
d566c37fa119d5e66c4e9052e83ee4ea,2018-08-14,OLIST-BR,7.1285,1.9487596180710485,5.8450972215109775,8.815737041629905
6edacfd9f9074789dad6d62ba7950b9c,2018-08-14,OLIST-BR,10.462,3.1255010251633384,7.596297580072895,14.946972655513251
7299e27ed73d2ad986de7f7c77d919fa,2018-08-14,OLIST-BR,12.75,4.165692516491753,10.322504379581154,13.863731937320072
391fc6631aebcf3004804e51b40bcf1e,2018-08-14,OLIST-BR,15.4055,3.2965054900399053,10.417080352036194,13.88697392027381
ea67327e24487bdfac5fbfa37ea124df,2018-08-14,OLIST-BR,9.9425,4.128388044712108,8.333958775259866,10.191010389935954
