sku_id,target_date,p10_demand,p50_demand,p90_demand,stockout_risk_score,store_id,horizon,incumbent_forecast,actual_demand,model_version
9f505651f4a6abe901a56cdc21508025,2018-08-24,0.9999997924696652,0.9999997924696652,4.140825491543056,1.0,OLIST-BR,11,6.0,4.0,lgbm_q_recursive_v2
9f505651f4a6abe901a56cdc21508025,2018-08-25,0.9999997924696652,0.9999997924696652,2.170930163435112,1.0,OLIST-BR,12,5.0,1.0,lgbm_q_recursive_v2
9f505651f4a6abe901a56cdc21508025,2018-08-26,0.9999997924696652,0.9999997924696652,2.5382280358568643,1.0,OLIST-BR,13,4.0,2.0,lgbm_q_recursive_v2
9f505651f4a6abe901a56cdc21508025,2018-08-27,0.9999997924696652,0.9999997924696652,2.710931368744298,1.0,OLIST-BR,14,1.0,1.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-14,0.9999997924696652,0.9999997924696652,3.3242006344746944,0.464,OLIST-BR,1,2.0,5.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-15,0.9999997924696652,0.9999997924696652,3.4047302690128056,0.464,OLIST-BR,2,1.0,4.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-16,0.9999997924696652,0.9999997924696652,2.977728657008946,0.464,OLIST-BR,3,1.0,6.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-17,0.9999997924696652,0.9999997924696652,3.1276446295943074,0.464,OLIST-BR,4,3.0,3.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-18,0.9999997924696652,0.9999997924696652,2.0868236984713384,0.464,OLIST-BR,5,3.0,3.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-19,0.9999997924696652,0.9999997924696652,2.7751567434343616,0.464,OLIST-BR,6,2.0,7.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-20,0.9999997924696652,0.9999997924696652,3.085906710021188,0.464,OLIST-BR,7,1.0,5.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-21,0.9999997924696652,0.9999997924696652,3.1004285255624766,0.464,OLIST-BR,8,2.0,5.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-22,0.0,0.0,0.0,0.464,OLIST-BR,9,1.0,0.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-23,0.9999997924696652,0.9999997924696652,2.990475373544536,0.464,OLIST-BR,10,1.0,1.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-24,0.9999997924696652,0.9999997924696652,2.9594947666372224,0.464,OLIST-BR,11,3.0,3.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-25,0.9999997924696652,0.9999997924696652,2.359933208313782,0.464,OLIST-BR,12,3.0,1.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-26,0.9999997924696652,0.9999997924696652,3.0951223101743666,0.464,OLIST-BR,13,2.0,2.0,lgbm_q_recursive_v2
d13e50eaa47b4cbe9eb81465865d8cfc,2018-08-27,0.9999997924696652,0.9999997924696652,2.8634231474723264,0.464,OLIST-BR,14,1.0,3.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-14,0.9999997924696652,0.9999997924696652,2.8704746156875025,1.0,OLIST-BR,1,3.0,2.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-15,0.9999997924696652,0.9999997924696652,5.0729990628966,1.0,OLIST-BR,2,0.0,2.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-16,0.0,0.0,0.0,1.0,OLIST-BR,3,0.0,0.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-17,0.9999997924696652,0.9999997924696652,4.418991463711921,1.0,OLIST-BR,4,2.0,2.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-18,0.9999997924696652,0.9999997924696652,2.3706507860159487,1.0,OLIST-BR,5,3.0,1.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-19,0.9999997924696652,0.9999997924696652,2.6986110325917623,1.0,OLIST-BR,6,2.0,2.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-20,0.9999997924696652,0.9999997924696652,3.2190266062920485,1.0,OLIST-BR,7,3.0,1.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-21,0.9999997924696652,0.9999997924696652,5.0057979481152,1.0,OLIST-BR,8,3.0,1.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-22,0.9999997924696652,0.9999997924696652,4.898897450497096,1.0,OLIST-BR,9,0.0,8.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-23,0.9999997924696652,0.9999997924696652,4.499181377658376,1.0,OLIST-BR,10,0.0,2.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-24,0.9999997924696652,0.9999997924696652,2.424025096081724,1.0,OLIST-BR,11,2.0,1.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-25,0.0,0.0,0.0,1.0,OLIST-BR,12,3.0,0.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-26,0.9999997924696652,0.9999997924696652,2.0846318920145985,1.0,OLIST-BR,13,2.0,1.0,lgbm_q_recursive_v2
da8622b14eb17ae2831f4ac5b9dab84a,2018-08-27,0.9999997924696652,0.9999997924696652,2.9897249278024978,1.0,OLIST-BR,14,3.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-14,0.9999997924696652,0.9999997924696652,6.098226886568545,1.0,OLIST-BR,1,6.0,4.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-15,0.9999997924696652,0.9999997924696652,5.745292523540095,1.0,OLIST-BR,2,2.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-16,0.9999997924696652,0.9999997924696652,5.410192596676818,1.0,OLIST-BR,3,1.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-17,0.9999997924696652,0.9999997924696652,4.971002454508062,1.0,OLIST-BR,4,0.0,2.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-18,0.9999997924696652,0.9999997924696652,3.983050979624623,1.0,OLIST-BR,5,3.0,4.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-19,0.9999997924696652,0.9999997924696652,3.995913228497169,1.0,OLIST-BR,6,3.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-20,0.9999997924696652,0.9999997924696652,4.048949280452814,1.0,OLIST-BR,7,1.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-21,0.9999997924696652,0.9999997924696652,4.124398159600581,1.0,OLIST-BR,8,6.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-22,0.0,0.0,0.0,1.0,OLIST-BR,9,2.0,0.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-23,0.0,0.0,0.0,1.0,OLIST-BR,10,1.0,0.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-24,0.9999997924696652,0.9999997924696652,4.232653937713297,1.0,OLIST-BR,11,0.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-25,0.9999997924696652,0.9999997924696652,3.548115571835696,1.0,OLIST-BR,12,3.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-26,0.9999997924696652,0.9999997924696652,3.599829251653144,1.0,OLIST-BR,13,3.0,1.0,lgbm_q_recursive_v2
4a3ca9315b744ce9f8e9374361493884,2018-08-27,0.9999997924696652,0.9999997924696652,4.5985286671120456,1.0,OLIST-BR,14,1.0,1.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-14,0.9999997924696652,0.9999997924696652,5.636505944264978,1.0,OLIST-BR,1,2.0,4.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-15,0.9999997924696652,0.9999997924696652,3.255019386720049,1.0,OLIST-BR,2,1.0,2.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-16,0.0,0.0,0.0,1.0,OLIST-BR,3,2.0,0.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-17,0.9999997924696652,0.9999997924696652,4.515516507804168,1.0,OLIST-BR,4,4.0,5.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-18,0.9999997924696652,0.9999997924696652,3.7285317629281054,1.0,OLIST-BR,5,2.0,1.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-19,0.9999997924696652,0.9999997924696652,3.094365036589908,1.0,OLIST-BR,6,3.0,1.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-20,0.9999997924696652,0.9999997924696652,3.035213621366757,1.0,OLIST-BR,7,2.0,2.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-21,0.9999997924696652,0.9999997924696652,4.807551702037644,1.0,OLIST-BR,8,2.0,3.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-22,0.9999997924696652,0.9999997924696652,4.530487446786834,1.0,OLIST-BR,9,1.0,4.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-23,0.0,0.0,0.0,1.0,OLIST-BR,10,2.0,0.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-24,0.9999997924696652,0.9999997924696652,2.6950594400028463,1.0,OLIST-BR,11,4.0,1.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-25,0.9999997924696652,0.9999997924696652,2.574762601175565,1.0,OLIST-BR,12,2.0,1.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-26,0.9999997924696652,0.9999997924696652,3.803835732969616,1.0,OLIST-BR,13,3.0,2.0,lgbm_q_recursive_v2
955fee9216a65b617aa5c0531780ce60,2018-08-27,0.9999997924696652,0.9999997924696652,4.443233636373225,1.0,OLIST-BR,14,2.0,2.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-14,0.9999997924696652,0.9999997924696652,5.833834329556392,1.0,OLIST-BR,1,4.0,4.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-15,0.9999997924696652,0.9999997924696652,4.384396497982981,1.0,OLIST-BR,2,0.0,2.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-16,0.9999997924696652,0.9999997924696652,4.546723611567631,1.0,OLIST-BR,3,1.0,1.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-17,0.9999997924696652,0.9999997924696652,4.443532646613891,1.0,OLIST-BR,4,2.0,1.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-18,0.9999997924696652,0.9999997924696652,3.6729716015560734,1.0,OLIST-BR,5,3.0,2.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-19,0.9999997924696652,0.9999997924696652,3.588357594534576,1.0,OLIST-BR,6,9.0,3.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-20,0.9999997924696652,0.9999997924696652,4.7791187168623805,1.0,OLIST-BR,7,0.0,2.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-21,0.0,0.0,0.0,1.0,OLIST-BR,8,4.0,0.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-22,0.9999997924696652,0.9999997924696652,3.775615734184876,1.0,OLIST-BR,9,0.0,1.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-23,0.9999997924696652,0.9999997924696652,4.178266367363017,1.0,OLIST-BR,10,1.0,5.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-24,0.9999997924696652,0.9999997924696652,2.1942195160001576,1.0,OLIST-BR,11,2.0,8.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-25,0.0,0.0,0.0,1.0,OLIST-BR,12,3.0,0.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-26,0.9999997924696652,0.9999997924696652,2.411886629249873,1.0,OLIST-BR,13,9.0,1.0,lgbm_q_recursive_v2
e9779976487b77c6d4ac45f75ec7afe9,2018-08-27,0.9999997924696652,0.9999997924696652,4.146123523174143,1.0,OLIST-BR,14,0.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-14,0.0,0.0,0.0,1.0,OLIST-BR,1,1.0,0.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-15,0.9999997924696652,0.9999997924696652,2.6022368493730994,1.0,OLIST-BR,2,0.0,2.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-16,0.9999997924696652,0.9999997924696652,2.3507717286283247,1.0,OLIST-BR,3,1.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-17,0.9999997924696652,0.9999997924696652,2.843850361537604,1.0,OLIST-BR,4,0.0,2.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-18,0.9999997924696652,0.9999997924696652,2.433460098019402,1.0,OLIST-BR,5,0.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-19,0.9999997924696652,0.9999997924696652,2.361009954514204,1.0,OLIST-BR,6,4.0,3.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-20,0.9999997924696652,0.9999997924696652,2.834523702008088,1.0,OLIST-BR,7,3.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-21,0.9999997924696652,0.9999997924696652,2.883572964894886,1.0,OLIST-BR,8,1.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-22,0.9999997924696652,0.9999997924696652,2.9639580619753563,1.0,OLIST-BR,9,0.0,2.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-23,0.9999997924696652,0.9999997924696652,2.9660313611916385,1.0,OLIST-BR,10,1.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-24,0.9999997924696652,0.9999997924696652,2.923637463212062,1.0,OLIST-BR,11,0.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-25,0.9999997924696652,0.9999997924696652,2.6799496927990654,1.0,OLIST-BR,12,0.0,1.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-26,0.0,0.0,0.0,1.0,OLIST-BR,13,4.0,0.0,lgbm_q_recursive_v2
8a432f4e5b471f8da497d7dc517666e2,2018-08-27,0.0,0.0,0.0,1.0,OLIST-BR,14,3.0,0.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-14,0.9999997924696652,0.9999997924696652,11.71463480342682,1.0,OLIST-BR,1,8.0,10.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-15,0.9999997924696652,0.9999997924696652,9.343894239835135,1.0,OLIST-BR,2,5.0,5.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-16,0.9999997924696652,0.9999997924696652,9.029293110021236,1.0,OLIST-BR,3,9.0,2.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-17,0.9999997924696652,0.9999997924696652,7.749605269021541,1.0,OLIST-BR,4,10.0,7.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-18,0.9999997924696652,0.9999997924696652,3.819662453177141,1.0,OLIST-BR,5,9.0,2.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-19,0.9999997924696652,0.9999997924696652,5.973847560541258,1.0,OLIST-BR,6,9.0,2.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-20,0.0,0.0,0.0,1.0,OLIST-BR,7,5.0,0.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-21,0.9999997924696652,0.9999997924696652,4.688407212722268,1.0,OLIST-BR,8,8.0,1.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-22,0.9999997924696652,0.9999997924696652,5.596677978339713,1.0,OLIST-BR,9,5.0,1.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-23,0.9999997924696652,0.9999997924696652,4.54674258619535,1.0,OLIST-BR,10,9.0,2.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-24,0.9999997924696652,0.9999997924696652,3.5362853163645998,1.0,OLIST-BR,11,10.0,1.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-25,0.0,0.0,0.0,1.0,OLIST-BR,12,9.0,0.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-26,0.9999997924696652,0.9999997924696652,4.36408972344925,1.0,OLIST-BR,13,9.0,1.0,lgbm_q_recursive_v2
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08-27,0.0,0.0,0.0,1.0,OLIST-BR,14,5.0,0.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-14,0.9999997924696652,0.9999997924696652,3.9299639262081154,1.0,OLIST-BR,1,0.0,2.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-15,0.0,0.0,0.0,1.0,OLIST-BR,2,3.0,0.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-16,0.9999997924696652,0.9999997924696652,3.560598296081405,1.0,OLIST-BR,3,0.0,5.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-17,0.9999997924696652,0.9999997924696652,3.3389950761637848,1.0,OLIST-BR,4,0.0,4.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-18,0.9999997924696652,0.9999997924696652,2.2555122306918154,1.0,OLIST-BR,5,2.0,1.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-19,0.9999997924696652,0.9999997924696652,3.242955968188475,1.0,OLIST-BR,6,6.0,3.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-20,0.9999997924696652,0.9999997924696652,3.640019812191501,1.0,OLIST-BR,7,2.0,4.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-21,0.9999997924696652,0.9999997924696652,2.8015910242962323,1.0,OLIST-BR,8,0.0,4.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-22,0.9999997924696652,0.9999997924696652,3.0997744026780976,1.0,OLIST-BR,9,3.0,1.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-23,0.0,0.0,0.0,1.0,OLIST-BR,10,0.0,0.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-24,0.9999997924696652,0.9999997924696652,2.903966813949143,1.0,OLIST-BR,11,0.0,1.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-25,0.0,0.0,0.0,1.0,OLIST-BR,12,2.0,0.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-26,0.9999997924696652,0.9999997924696652,2.244951091752951,1.0,OLIST-BR,13,6.0,1.0,lgbm_q_recursive_v2
4b9750c8ad28220fe6702d4ecb7c898f,2018-08-27,0.9999997924696652,0.9999997924696652,3.299838073340077,1.0,OLIST-BR,14,2.0,1.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-14,0.9999997924696652,0.9999997924696652,3.8965519484818314,1.0,OLIST-BR,1,2.0,2.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-15,0.9999997924696652,0.9999997924696652,2.213137875906181,1.0,OLIST-BR,2,0.0,1.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-16,0.9999997924696652,0.9999997924696652,4.126290929317042,1.0,OLIST-BR,3,0.0,3.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-17,0.0,0.0,0.0,1.0,OLIST-BR,4,0.0,0.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-18,0.0,0.0,0.0,1.0,OLIST-BR,5,1.0,0.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-19,0.0,0.0,0.0,1.0,OLIST-BR,6,1.0,0.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-20,0.9999997924696652,0.9999997924696652,3.5428694870667834,1.0,OLIST-BR,7,0.0,1.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-21,0.9999997924696652,0.9999997924696652,2.0698476915140462,1.0,OLIST-BR,8,2.0,3.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-22,0.9999997924696652,0.9999997924696652,2.060946835270185,1.0,OLIST-BR,9,0.0,1.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-23,0.9999997924696652,0.9999997924696652,2.025574433546359,1.0,OLIST-BR,10,0.0,1.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-24,0.0,0.0,0.0,1.0,OLIST-BR,11,0.0,0.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-25,0.9999997924696652,0.9999997924696652,2.9242345589077834,1.0,OLIST-BR,12,1.0,2.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-26,0.9999997924696652,0.9999997924696652,3.14301575473199,1.0,OLIST-BR,13,1.0,1.0,lgbm_q_recursive_v2
cc419e0650a3c5ba77189a1882b7556a,2018-08-27,0.9999997924696652,0.9999997924696652,2.522425691151505,1.0,OLIST-BR,14,0.0,1.0,lgbm_q_recursive_v2
